variety,variety_ID,clone_ID,clone_num,year,bud_day,flow_day,ver_day,mat_day
PinotNoir,193,193Mtp40,NA,2010,27/3/10,26/5/10,19/7/10,26/8/10
PinotNoir,193,193Mtp40,NA,2011,18/3/11,11/5/11,12/7/11,17/8/11
PinotNoir,193,193Mtp40,NA,2012,26/3/12,25/5/12,23/7/12,23/8/12
PinotNoir,193,193Mtp41,NA,1958,2/4/58,NA,NA,NA
PinotNoir,193,193Mtp41,NA,1959,NA,NA,NA,17/8/59
PinotNoir,193,193Mtp41,NA,1960,14/3/60,NA,NA,1/8/60
PinotNoir,193,193Mtp41,NA,1961,14/3/61,NA,NA,14/8/61
PinotNoir,193,193Mtp41,NA,1962,5/4/62,NA,NA,13/8/62
PinotNoir,193,193Mtp41,NA,1963,NA,NA,NA,19/8/63
PinotNoir,193,193Mtp41,NA,1976,NA,NA,29/7/76,NA
PinotNoir,193,193Mtp41,NA,1977,NA,NA,1/8/77,NA
PinotNoir,193,193Mtp41,NA,1978,NA,NA,9/8/78,NA
PinotNoir,193,193Mtp41,NA,1979,NA,NA,26/7/79,NA
PinotNoir,193,193Mtp41,NA,1980,NA,NA,31/7/80,NA
PinotNoir,193,193Mtp41,NA,1982,NA,NA,19/7/82,NA
PinotNoir,193,193Mtp41,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp41,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp41,NA,1985,NA,NA,26/7/85,NA
PinotNoir,193,193Mtp41,NA,1996,NA,26/5/96,NA,NA
PinotNoir,193,193Mtp41,NA,2002,15/3/02,21/5/02,22/7/02,20/8/02
PinotNoir,193,193Mtp41,NA,2003,21/3/03,23/5/03,22/7/03,13/8/03
PinotNoir,193,193Mtp41,NA,2004,23/3/04,2/6/04,28/7/04,24/8/04
PinotNoir,193,193Mtp41,NA,2005,31/3/05,30/5/05,25/7/05,23/8/05
PinotNoir,193,193Mtp41,NA,2006,27/3/06,24/5/06,20/7/06,8/8/06
PinotNoir,193,193Mtp41,NA,2007,6/3/07,15/5/07,12/7/07,13/8/07
PinotNoir,193,193Mtp41,NA,2008,15/3/08,22/5/08,25/7/08,13/8/08
PinotNoir,193,193Mtp41,NA,2009,18/3/09,22/5/09,17/7/09,14/8/09
PinotNoir,193,193Mtp41,NA,2010,26/3/10,26/5/10,26/7/10,20/8/10
PinotNoir,193,193Mtp41,NA,2011,17/3/11,11/5/11,18/7/11,25/8/11
PinotNoir,193,193Mtp41,NA,2012,26/3/12,25/5/12,23/7/12,23/8/12
PinotNoir,193,193Mtp42,NA,1956,28/3/56,NA,NA,28/8/56
PinotNoir,193,193Mtp42,NA,1957,11/3/57,NA,NA,19/8/57
PinotNoir,193,193Mtp42,NA,1958,27/3/58,NA,NA,21/8/58
PinotNoir,193,193Mtp43,NA,1956,27/3/56,NA,NA,28/8/56
PinotNoir,193,193Mtp43,NA,1957,10/3/57,NA,NA,19/8/57
PinotNoir,193,193Mtp43,NA,1958,25/3/58,NA,NA,21/8/58
PinotNoir,193,193Mtp44,NA,1956,27/3/56,NA,NA,21/8/56
PinotNoir,193,193Mtp44,NA,1957,13/3/57,NA,NA,19/8/57
PinotNoir,193,193Mtp44,NA,1958,26/3/58,NA,NA,21/8/58
PinotNoir,193,193Mtp45,NA,1956,26/3/56,NA,NA,28/8/56
PinotNoir,193,193Mtp45,NA,1957,10/3/57,NA,NA,19/8/57
PinotNoir,193,193Mtp45,NA,1958,23/3/58,NA,NA,18/8/58
PinotNoir,193,193Mtp46,NA,1956,26/3/56,NA,NA,21/8/56
PinotNoir,193,193Mtp46,NA,1957,11/3/57,NA,NA,19/8/57
PinotNoir,193,193Mtp46,NA,1958,26/3/58,NA,NA,4/9/58
PinotNoir,193,193Mtp47,NA,1956,28/3/56,NA,NA,10/9/56
PinotNoir,193,193Mtp47,NA,1957,11/3/57,NA,NA,19/8/57
PinotNoir,193,193Mtp47,NA,1958,26/3/58,NA,NA,4/9/58
PinotNoir,193,193Mtp48,NA,1958,20/3/58,NA,NA,19/8/58
PinotNoir,193,193Mtp48,NA,1959,11/3/59,NA,NA,3/8/59
PinotNoir,193,193Mtp48,NA,1960,8/3/60,NA,NA,1/8/60
PinotNoir,193,193Mtp49,NA,1958,31/3/58,NA,NA,19/8/58
PinotNoir,193,193Mtp49,NA,1959,23/3/59,NA,NA,24/8/59
PinotNoir,193,193Mtp49,NA,1960,16/3/60,NA,NA,1/8/60
PinotNoir,193,193Mtp49,NA,1976,NA,NA,28/7/76,NA
PinotNoir,193,193Mtp49,NA,1977,NA,NA,5/8/77,NA
PinotNoir,193,193Mtp49,NA,1978,NA,NA,10/8/78,NA
PinotNoir,193,193Mtp49,NA,1979,NA,NA,30/7/79,NA
PinotNoir,193,193Mtp49,NA,1980,NA,NA,28/7/80,NA
PinotNoir,193,193Mtp49,NA,1982,NA,NA,26/7/82,NA
PinotNoir,193,193Mtp49,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp49,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp49,NA,1985,NA,NA,1/8/85,NA
PinotNoir,193,193Mtp49,NA,1996,NA,26/5/96,NA,NA
PinotNoir,193,193Mtp50,NA,1958,27/3/58,NA,NA,19/8/58
PinotNoir,193,193Mtp50,NA,1959,19/3/59,NA,NA,3/8/59
PinotNoir,193,193Mtp50,NA,1960,14/3/60,NA,NA,1/8/60
PinotNoir,193,193Mtp50,NA,1968,23/3/68,NA,NA,NA
PinotNoir,193,193Mtp50,NA,1969,23/3/69,NA,NA,NA
PinotNoir,193,193Mtp50,NA,1970,27/3/70,NA,NA,NA
PinotNoir,193,193Mtp50,NA,1971,NA,NA,NA,16/8/71
PinotNoir,193,193Mtp50,NA,1972,NA,NA,NA,21/8/72
PinotNoir,193,193Mtp50,NA,1973,NA,NA,NA,14/8/73
PinotNoir,193,193Mtp51,NA,1958,29/3/58,NA,NA,NA
PinotNoir,193,193Mtp51,NA,1959,19/3/59,NA,NA,10/8/59
PinotNoir,193,193Mtp51,NA,1960,14/3/60,NA,NA,8/8/60
PinotNoir,193,193Mtp51,NA,1961,NA,NA,NA,14/8/61
PinotNoir,193,193Mtp51,NA,1968,21/3/68,NA,NA,NA
PinotNoir,193,193Mtp51,NA,1970,27/3/70,NA,NA,NA
PinotNoir,193,193Mtp51,NA,1971,30/3/71,NA,NA,16/8/71
PinotNoir,193,193Mtp51,NA,1972,NA,NA,NA,21/8/72
PinotNoir,193,193Mtp51,NA,1973,NA,NA,NA,20/8/73
PinotNoir,193,193Mtp52,NA,1956,26/3/56,NA,NA,3/9/56
PinotNoir,193,193Mtp52,NA,1957,14/3/57,NA,NA,20/8/57
PinotNoir,193,193Mtp52,NA,1958,29/3/58,NA,NA,21/8/58
PinotNoir,193,193Mtp52,NA,1959,23/3/59,NA,NA,NA
PinotNoir,193,193Mtp52,NA,1976,NA,NA,29/7/76,NA
PinotNoir,193,193Mtp52,NA,1977,NA,NA,1/8/77,NA
PinotNoir,193,193Mtp52,NA,1978,NA,NA,8/8/78,NA
PinotNoir,193,193Mtp52,NA,1979,NA,NA,30/7/79,NA
PinotNoir,193,193Mtp52,NA,1980,NA,NA,4/8/80,NA
PinotNoir,193,193Mtp52,NA,1982,NA,NA,26/7/82,NA
PinotNoir,193,193Mtp52,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp52,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp52,NA,1987,NA,3/6/87,30/7/87,24/8/87
PinotNoir,193,193Mtp52,NA,1988,22/3/88,26/5/88,25/7/88,16/8/88
PinotNoir,193,193Mtp53,NA,1956,28/3/56,NA,NA,22/8/56
PinotNoir,193,193Mtp53,NA,1957,8/3/57,NA,NA,19/8/57
PinotNoir,193,193Mtp53,NA,1958,26/3/58,NA,NA,19/8/58
PinotNoir,193,193Mtp53,NA,1976,NA,NA,29/7/76,NA
PinotNoir,193,193Mtp53,NA,1977,NA,NA,1/8/77,NA
PinotNoir,193,193Mtp53,NA,1978,NA,NA,8/8/78,NA
PinotNoir,193,193Mtp53,NA,1979,NA,NA,26/7/79,NA
PinotNoir,193,193Mtp53,NA,1980,NA,NA,28/7/80,NA
PinotNoir,193,193Mtp53,NA,1982,NA,NA,19/7/82,NA
PinotNoir,193,193Mtp53,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp53,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp53,NA,1985,NA,NA,1/8/85,NA
PinotNoir,193,193Mtp53,NA,1987,NA,3/6/87,30/7/87,24/8/87
PinotNoir,193,193Mtp53,NA,1988,21/3/88,26/5/88,25/7/88,16/8/88
PinotNoir,193,193Mtp53,NA,1989,NA,22/5/89,24/7/89,NA
PinotNoir,193,193Mtp53,NA,1990,NA,19/5/90,20/7/90,NA
PinotNoir,193,193Mtp54,NA,1956,30/3/56,NA,NA,27/8/56
PinotNoir,193,193Mtp54,NA,1957,9/3/57,NA,NA,19/8/57
PinotNoir,193,193Mtp54,NA,1958,29/3/58,NA,NA,21/8/58
PinotNoir,193,193Mtp54,NA,1959,17/3/59,NA,NA,NA
PinotNoir,193,193Mtp55,NA,1956,26/3/56,NA,NA,14/8/56
PinotNoir,193,193Mtp55,NA,1957,11/3/57,NA,NA,12/8/57
PinotNoir,193,193Mtp55,NA,1958,24/3/58,NA,NA,21/8/58
PinotNoir,193,193Mtp55,NA,1976,NA,NA,29/7/76,NA
PinotNoir,193,193Mtp55,NA,1977,NA,NA,1/8/77,NA
PinotNoir,193,193Mtp55,NA,1978,NA,NA,8/8/78,NA
PinotNoir,193,193Mtp55,NA,1979,NA,NA,30/7/79,NA
PinotNoir,193,193Mtp55,NA,1980,NA,NA,4/8/80,NA
PinotNoir,193,193Mtp55,NA,1982,NA,NA,19/7/82,NA
PinotNoir,193,193Mtp55,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp55,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp55,NA,1985,NA,NA,1/8/85,NA
PinotNoir,193,193Mtp55,NA,1987,NA,2/6/87,30/7/87,17/8/87
PinotNoir,193,193Mtp55,NA,1988,17/3/88,26/5/88,25/7/88,16/8/88
PinotNoir,193,193Mtp55,NA,1989,NA,22/5/89,24/7/89,NA
PinotNoir,193,193Mtp55,NA,1990,NA,19/5/90,19/7/90,NA
PinotNoir,193,193Mtp56,NA,1956,26/3/56,NA,NA,21/8/56
PinotNoir,193,193Mtp56,NA,1957,11/3/57,NA,NA,19/8/57
PinotNoir,193,193Mtp56,NA,1958,24/3/58,NA,NA,18/8/58
PinotNoir,193,193Mtp57,NA,1956,28/3/56,NA,NA,28/8/56
PinotNoir,193,193Mtp57,NA,1957,13/3/57,NA,NA,19/8/57
PinotNoir,193,193Mtp57,NA,1958,25/3/58,NA,NA,21/8/58
PinotNoir,193,193Mtp58,NA,1956,28/3/56,NA,NA,28/8/56
PinotNoir,193,193Mtp58,NA,1957,12/3/57,NA,NA,19/8/57
PinotNoir,193,193Mtp58,NA,1958,26/3/58,NA,NA,21/8/58
PinotNoir,193,193Mtp59,NA,1956,28/3/56,NA,NA,14/8/56
PinotNoir,193,193Mtp59,NA,1957,11/3/57,NA,NA,19/8/57
PinotNoir,193,193Mtp59,NA,1958,28/3/58,NA,NA,21/8/58
PinotNoir,193,193Mtp60,NA,1956,30/3/56,NA,NA,21/8/56
PinotNoir,193,193Mtp60,NA,1957,10/3/57,NA,NA,19/8/57
PinotNoir,193,193Mtp60,NA,1958,28/3/58,NA,NA,18/8/58
PinotNoir,193,193Mtp61,NA,1956,25/3/56,NA,NA,NA
PinotNoir,193,193Mtp61,NA,1957,11/3/57,NA,NA,12/8/57
PinotNoir,193,193Mtp61,NA,1958,18/3/58,NA,NA,18/8/58
PinotNoir,193,193Mtp61,NA,1959,14/3/59,NA,NA,11/8/59
PinotNoir,193,193Mtp63,NA,1956,26/3/56,NA,NA,21/8/56
PinotNoir,193,193Mtp63,NA,1957,11/3/57,NA,NA,12/8/57
PinotNoir,193,193Mtp63,NA,1958,25/3/58,NA,NA,18/8/58
PinotNoir,193,193Mtp64,NA,1959,16/3/59,NA,NA,17/8/59
PinotNoir,193,193Mtp64,NA,1960,14/3/60,NA,NA,5/9/60
PinotNoir,193,193Mtp64,NA,1961,12/3/61,NA,NA,21/8/61
PinotNoir,193,193Mtp64,NA,1962,5/4/62,NA,NA,28/8/62
PinotNoir,193,193Mtp64,NA,1976,NA,NA,28/7/76,NA
PinotNoir,193,193Mtp64,NA,1977,NA,NA,1/8/77,NA
PinotNoir,193,193Mtp64,NA,1978,NA,NA,10/8/78,NA
PinotNoir,193,193Mtp64,NA,1979,NA,NA,30/7/79,NA
PinotNoir,193,193Mtp64,NA,1980,NA,NA,4/8/80,NA
PinotNoir,193,193Mtp64,NA,1982,NA,NA,22/7/82,NA
PinotNoir,193,193Mtp64,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp64,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp65,NA,1956,27/3/56,NA,NA,28/8/56
PinotNoir,193,193Mtp65,NA,1957,11/3/57,NA,NA,19/8/57
PinotNoir,193,193Mtp65,NA,1958,25/3/58,NA,NA,18/8/58
PinotNoir,193,193Mtp66,NA,1968,20/3/68,NA,NA,NA
PinotNoir,193,193Mtp66,NA,1969,22/3/69,NA,NA,19/8/69
PinotNoir,193,193Mtp66,NA,1970,NA,NA,NA,10/8/70
PinotNoir,193,193Mtp66,NA,1971,NA,NA,NA,10/8/71
PinotNoir,193,193Mtp66,NA,1973,28/3/73,NA,NA,NA
PinotNoir,193,193Mtp66,NA,1976,NA,NA,29/7/76,NA
PinotNoir,193,193Mtp66,NA,1977,NA,NA,1/8/77,NA
PinotNoir,193,193Mtp66,NA,1978,NA,NA,1/8/78,NA
PinotNoir,193,193Mtp66,NA,1979,NA,NA,30/7/79,NA
PinotNoir,193,193Mtp66,NA,1980,NA,NA,28/7/80,NA
PinotNoir,193,193Mtp66,NA,1982,NA,NA,19/7/82,NA
PinotNoir,193,193Mtp66,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp66,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp66,NA,1985,NA,NA,26/7/85,NA
PinotNoir,193,193Mtp66,NA,1996,NA,26/5/96,NA,NA
PinotNoir,193,193Mtp67,NA,1961,7/3/61,NA,NA,17/8/60
PinotNoir,193,193Mtp67,NA,1962,NA,NA,NA,14/8/61
PinotNoir,193,193Mtp67,NA,1965,1/4/65,NA,NA,NA
PinotNoir,193,193Mtp67,NA,1968,15/3/68,NA,NA,NA
PinotNoir,193,193Mtp67,NA,1969,22/3/69,NA,NA,NA
PinotNoir,193,193Mtp67,NA,1971,NA,NA,NA,23/8/71
PinotNoir,193,193Mtp67,NA,1977,NA,NA,5/8/77,NA
PinotNoir,193,193Mtp67,NA,1978,NA,NA,5/8/78,NA
PinotNoir,193,193Mtp67,NA,1979,NA,NA,30/7/79,NA
PinotNoir,193,193Mtp67,NA,1980,NA,NA,4/8/80,NA
PinotNoir,193,193Mtp67,NA,1982,NA,NA,26/7/82,NA
PinotNoir,193,193Mtp67,NA,1983,NA,NA,6/8/83,NA
PinotNoir,193,193Mtp67,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp67,NA,1985,NA,NA,1/8/85,NA
PinotNoir,193,193Mtp68,NA,1961,6/3/61,NA,NA,14/8/61
PinotNoir,193,193Mtp68,NA,1964,NA,NA,NA,11/8/64
PinotNoir,193,193Mtp68,NA,1965,1/4/65,NA,NA,10/8/65
PinotNoir,193,193Mtp68,NA,1976,NA,NA,29/7/76,NA
PinotNoir,193,193Mtp68,NA,1977,NA,NA,1/8/77,NA
PinotNoir,193,193Mtp68,NA,1978,NA,NA,5/8/78,NA
PinotNoir,193,193Mtp68,NA,1979,NA,NA,23/7/79,NA
PinotNoir,193,193Mtp68,NA,1980,NA,NA,31/7/80,NA
PinotNoir,193,193Mtp68,NA,1982,NA,NA,19/7/82,NA
PinotNoir,193,193Mtp68,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp68,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp68,NA,1985,NA,NA,26/7/85,NA
PinotNoir,193,193Mtp68,NA,1996,NA,26/5/96,NA,NA
PinotNoir,193,193Mtp70,NA,1961,5/3/61,NA,NA,14/8/61
PinotNoir,193,193Mtp70,NA,1964,NA,NA,NA,30/7/64
PinotNoir,193,193Mtp70,NA,1965,27/3/65,NA,NA,10/8/65
PinotNoir,193,193Mtp70,NA,1976,NA,NA,29/7/76,NA
PinotNoir,193,193Mtp70,NA,1977,NA,NA,1/8/77,NA
PinotNoir,193,193Mtp70,NA,1978,NA,NA,9/8/78,NA
PinotNoir,193,193Mtp70,NA,1979,NA,NA,30/7/79,NA
PinotNoir,193,193Mtp70,NA,1980,NA,NA,4/8/80,NA
PinotNoir,193,193Mtp70,NA,1982,NA,NA,19/7/82,NA
PinotNoir,193,193Mtp70,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp70,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp70,NA,1985,NA,NA,1/8/85,NA
PinotNoir,193,193Mtp71,NA,1961,5/3/61,NA,NA,14/8/61
PinotNoir,193,193Mtp71,NA,1964,NA,NA,NA,4/8/64
PinotNoir,193,193Mtp71,NA,1965,27/3/65,NA,NA,10/8/65
PinotNoir,193,193Mtp71,NA,1976,NA,NA,29/7/76,NA
PinotNoir,193,193Mtp71,NA,1977,NA,NA,1/8/77,NA
PinotNoir,193,193Mtp71,NA,1978,NA,NA,9/8/78,NA
PinotNoir,193,193Mtp71,NA,1979,NA,NA,30/7/79,NA
PinotNoir,193,193Mtp71,NA,1980,NA,NA,31/7/80,NA
PinotNoir,193,193Mtp71,NA,1982,NA,NA,19/7/82,NA
PinotNoir,193,193Mtp71,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp71,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp71,NA,1985,NA,NA,26/7/85,NA
PinotNoir,193,193Mtp72,NA,1961,2/3/61,NA,NA,14/8/61
PinotNoir,193,193Mtp72,NA,1965,27/3/65,NA,NA,10/8/65
PinotNoir,193,193Mtp72,NA,1976,NA,NA,29/7/76,NA
PinotNoir,193,193Mtp72,NA,1977,NA,NA,1/8/77,NA
PinotNoir,193,193Mtp72,NA,1978,NA,NA,9/8/78,NA
PinotNoir,193,193Mtp72,NA,1979,NA,NA,26/7/79,NA
PinotNoir,193,193Mtp72,NA,1980,NA,NA,4/8/80,NA
PinotNoir,193,193Mtp72,NA,1982,NA,NA,22/7/82,NA
PinotNoir,193,193Mtp72,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp72,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp72,NA,1985,NA,NA,1/8/85,NA
PinotNoir,193,193Mtp72,NA,1996,NA,26/5/96,NA,NA
PinotNoir,193,193Mtp73,NA,1961,NA,NA,NA,7/8/61
PinotNoir,193,193Mtp73,NA,1964,NA,NA,NA,4/8/64
PinotNoir,193,193Mtp73,NA,1965,22/3/65,NA,NA,5/8/65
PinotNoir,193,193Mtp73,NA,1976,NA,NA,23/7/76,NA
PinotNoir,193,193Mtp73,NA,1977,NA,NA,1/8/77,NA
PinotNoir,193,193Mtp73,NA,1978,NA,NA,1/8/78,NA
PinotNoir,193,193Mtp73,NA,1979,NA,NA,26/7/79,NA
PinotNoir,193,193Mtp73,NA,1980,NA,NA,28/7/80,NA
PinotNoir,193,193Mtp73,NA,1982,NA,NA,19/7/82,NA
PinotNoir,193,193Mtp73,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp73,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp73,NA,1985,NA,NA,1/8/85,NA
PinotNoir,193,193Mtp74,NA,1960,NA,NA,NA,2/8/60
PinotNoir,193,193Mtp74,NA,1961,NA,NA,NA,14/8/61
PinotNoir,193,193Mtp74,NA,1965,27/3/65,NA,NA,NA
PinotNoir,193,193Mtp74,NA,1976,NA,NA,29/7/76,NA
PinotNoir,193,193Mtp74,NA,1977,NA,NA,1/8/77,NA
PinotNoir,193,193Mtp74,NA,1978,NA,NA,5/8/78,NA
PinotNoir,193,193Mtp74,NA,1979,NA,NA,30/7/79,NA
PinotNoir,193,193Mtp74,NA,1980,NA,NA,28/7/80,NA
PinotNoir,193,193Mtp74,NA,1982,NA,NA,19/7/82,NA
PinotNoir,193,193Mtp74,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp74,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp74,NA,1985,NA,NA,26/7/85,NA
PinotNoir,193,193Mtp75,NA,1967,13/3/67,NA,NA,NA
PinotNoir,193,193Mtp75,NA,1968,15/3/68,NA,NA,NA
PinotNoir,193,193Mtp75,NA,1969,22/3/69,NA,NA,26/8/69
PinotNoir,193,193Mtp75,NA,1970,NA,NA,NA,10/8/70
PinotNoir,193,193Mtp75,NA,1971,NA,NA,NA,16/8/71
PinotNoir,193,193Mtp75,NA,1976,NA,NA,29/7/76,NA
PinotNoir,193,193Mtp75,NA,1977,NA,NA,1/8/77,NA
PinotNoir,193,193Mtp75,NA,1978,NA,NA,10/8/78,NA
PinotNoir,193,193Mtp75,NA,1979,NA,NA,26/7/79,NA
PinotNoir,193,193Mtp75,NA,1980,NA,NA,4/8/80,NA
PinotNoir,193,193Mtp75,NA,1982,NA,NA,19/7/82,NA
PinotNoir,193,193Mtp75,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp75,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp75,NA,1985,NA,NA,1/8/85,NA
PinotNoir,193,193Mtp75,NA,1996,NA,26/5/96,NA,NA
PinotNoir,193,193Mtp76,NA,1967,9/3/67,NA,NA,NA
PinotNoir,193,193Mtp76,NA,1968,20/3/68,NA,NA,NA
PinotNoir,193,193Mtp76,NA,1969,22/3/69,NA,NA,12/8/69
PinotNoir,193,193Mtp76,NA,1970,NA,NA,NA,5/8/70
PinotNoir,193,193Mtp76,NA,1971,NA,NA,NA,10/8/71
PinotNoir,193,193Mtp76,NA,1976,NA,NA,29/7/76,NA
PinotNoir,193,193Mtp76,NA,1977,NA,NA,1/8/77,NA
PinotNoir,193,193Mtp76,NA,1978,NA,NA,5/8/78,NA
PinotNoir,193,193Mtp76,NA,1979,NA,NA,26/7/79,NA
PinotNoir,193,193Mtp76,NA,1980,NA,NA,4/8/80,NA
PinotNoir,193,193Mtp76,NA,1982,NA,NA,19/7/82,NA
PinotNoir,193,193Mtp76,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp76,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp76,NA,1985,NA,NA,1/8/85,NA
PinotNoir,193,193Mtp76,NA,1996,NA,26/5/96,NA,NA
PinotNoir,193,193Mtp77,NA,1963,26/3/63,NA,NA,26/8/63
PinotNoir,193,193Mtp77,NA,1964,4/4/64,NA,NA,11/8/64
PinotNoir,193,193Mtp77,NA,1965,27/3/65,NA,NA,18/8/65
PinotNoir,193,193Mtp77,NA,1966,21/3/66,NA,NA,NA
PinotNoir,193,193Mtp77,NA,1979,NA,NA,30/7/79,NA
PinotNoir,193,193Mtp77,NA,1980,NA,NA,28/7/80,NA
PinotNoir,193,193Mtp77,NA,1981,NA,NA,30/7/81,NA
PinotNoir,193,193Mtp77,NA,1982,NA,NA,26/7/82,NA
PinotNoir,193,193Mtp77,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp77,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp77,NA,1985,NA,NA,1/8/85,NA
PinotNoir,193,193Mtp77,NA,1996,NA,29/5/96,NA,NA
PinotNoir,193,193Mtp77,NA,2002,13/3/02,23/5/02,22/7/02,20/8/02
PinotNoir,193,193Mtp77,NA,2003,28/3/03,23/5/03,22/7/03,12/8/03
PinotNoir,193,193Mtp77,NA,2004,24/3/04,2/6/04,28/7/04,19/8/04
PinotNoir,193,193Mtp77,NA,2005,2/4/05,29/5/05,30/7/05,23/8/05
PinotNoir,193,193Mtp77,NA,2006,28/3/06,24/5/06,24/7/06,16/8/06
PinotNoir,193,193Mtp77,NA,2007,7/3/07,14/5/07,12/7/07,13/8/07
PinotNoir,193,193Mtp77,NA,2008,11/3/08,19/5/08,27/7/08,13/8/08
PinotNoir,193,193Mtp77,NA,2009,20/3/09,NA,26/7/10,NA
PinotNoir,193,193Mtp77,NA,2010,24/3/10,25/5/10,20/7/11,20/8/10
PinotNoir,193,193Mtp77,NA,2011,18/3/11,11/5/11,20/7/11,18/8/11
PinotNoir,193,193Mtp77,NA,2012,22/3/12,24/5/12,24/7/12,29/8/12
PinotNoir,193,193Mtp78,NA,1963,28/3/63,NA,NA,21/8/63
PinotNoir,193,193Mtp78,NA,1964,31/3/64,NA,NA,17/8/64
PinotNoir,193,193Mtp78,NA,1965,31/3/65,NA,NA,18/8/65
PinotNoir,193,193Mtp78,NA,1966,16/3/66,NA,NA,NA
PinotNoir,193,193Mtp79,NA,1963,28/3/63,NA,NA,21/8/63
PinotNoir,193,193Mtp79,NA,1964,26/3/64,NA,NA,17/8/64
PinotNoir,193,193Mtp79,NA,1965,31/3/65,NA,NA,18/8/65
PinotNoir,193,193Mtp79,NA,1966,16/3/66,NA,NA,NA
PinotNoir,193,193Mtp79,NA,1979,NA,NA,30/7/79,NA
PinotNoir,193,193Mtp79,NA,1980,NA,NA,28/7/80,NA
PinotNoir,193,193Mtp79,NA,1981,NA,NA,30/7/81,NA
PinotNoir,193,193Mtp79,NA,1982,NA,NA,26/7/82,NA
PinotNoir,193,193Mtp79,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp79,NA,1984,NA,NA,9/8/84,NA
PinotNoir,193,193Mtp79,NA,1985,NA,NA,1/8/85,NA
PinotNoir,193,193Mtp79,NA,1996,NA,1/6/96,NA,NA
PinotNoir,193,193Mtp80,NA,1963,28/3/63,NA,NA,10/9/63
PinotNoir,193,193Mtp80,NA,1964,26/3/64,NA,NA,17/8/64
PinotNoir,193,193Mtp80,NA,1965,31/3/65,NA,NA,25/8/65
PinotNoir,193,193Mtp80,NA,1966,16/3/66,NA,NA,NA
PinotNoir,193,193Mtp80,NA,1979,NA,NA,30/7/79,NA
PinotNoir,193,193Mtp80,NA,1980,NA,NA,28/7/80,NA
PinotNoir,193,193Mtp80,NA,1981,NA,NA,3/8/81,NA
PinotNoir,193,193Mtp80,NA,1982,NA,NA,26/7/82,NA
PinotNoir,193,193Mtp80,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp80,NA,1984,NA,NA,6/8/84,NA
PinotNoir,193,193Mtp80,NA,1985,NA,NA,1/8/85,NA
PinotNoir,193,193Mtp80,NA,1996,NA,29/5/96,NA,NA
PinotNoir,193,193Mtp81,NA,1964,26/3/64,NA,NA,17/8/64
PinotNoir,193,193Mtp81,NA,1965,5/4/65,NA,NA,19/8/65
PinotNoir,193,193Mtp81,NA,1966,16/3/66,NA,NA,30/8/66
PinotNoir,193,193Mtp81,NA,1979,NA,NA,30/7/79,NA
PinotNoir,193,193Mtp81,NA,1980,NA,NA,28/7/80,NA
PinotNoir,193,193Mtp81,NA,1981,NA,NA,3/8/81,NA
PinotNoir,193,193Mtp81,NA,1982,NA,NA,22/7/82,NA
PinotNoir,193,193Mtp81,NA,1983,NA,NA,2/8/83,NA
PinotNoir,193,193Mtp81,NA,1984,NA,NA,6/8/84,NA
