,variety,variety_ID,clone_ID,clone_num,year,bud_day,flow_day,ver_day,mat_day,BB,FLOW,VER,MAT,review
18,Aramon_Noir,22,22Mpt1,NA,1998,18/3/98,27/5/98,4/8/98,10/9/98,18/3/1998,27/5/1998,4/8/98,10/9/98,NA
19,Aramon_Noir,22,22Mpt1,NA,1999,17/3/99,27/5/99,10/8/99,15/9/99,17/3/1999,27/5/1999,10/8/99,15/9/1999,NA
20,Aramon_Noir,22,22Mpt1,NA,2000,17/3/00,29/5/00,7/8/00,18/9/00,17/3/2000,29/5/2000,7/8/00,18/9/2000,NA
21,Aramon_Noir,22,22Mpt1,NA,2003,17/3/03,30/5/03,8/8/03,1/9/03,17/3/2003,30/5/2003,8/8/03,1/9/03,NA
22,Aramon_Noir,22,22Mpt1,NA,2004,16/3/04,7/6/04,12/8/04,24/8/04,16/3/2004,7/6/04,12/8/04,24/8/2004,NA
23,Aramon_Noir,22,22Mpt1,NA,2005,1/4/05,3/6/05,11/8/05,6/9/05,1/4/05,3/6/05,11/8/05,6/9/05,NA
24,Aramon_Noir,22,22Mpt1,NA,2006,21/3/06,26/3/06,8/8/06,6/9/06,21/3/2006,26/3/2006,8/8/06,6/9/06,NA
25,Aramon_Noir,22,22Mpt1,NA,2007,8/3/07,19/5/07,1/8/07,29/8/07,8/3/07,19/5/2007,1/8/07,29/8/2007,NA
26,Aramon_Noir,22,22Mpt1,NA,2008,1/3/08,22/5/08,7/8/08,28/8/08,1/3/08,22/5/2008,7/8/08,28/8/2008,NA
27,Aramon_Noir,22,22Mpt1,NA,2009,10/3/09,26/5/09,28/7/09,18/8/09,10/3/09,26/5/2009,28/7/2009,18/8/2009,NA
28,Aramon_Noir,22,22Mpt2,NA,1956,27/3/56,NA,NA,24/9/56,27/3/1956,NA,NA,24/9/1956,NA
29,Aramon_Noir,22,22Mpt2,NA,1957,16/3/57,NA,NA,NA,16/3/1957,NA,NA,NA,NA
30,Aramon_Noir,22,22Mpt2,NA,1958,26/3/58,NA,NA,10/9/58,26/3/1958,NA,NA,10/9/58,NA
31,Aramon_Noir,22,22Mpt2,NA,1959,16/3/59,NA,NA,12/9/59,16/3/1959,NA,NA,12/9/59,NA
32,Aramon_Noir,22,22Mpt2,NA,1960,16/3/60,NA,NA,5/9/60,16/3/1960,NA,NA,5/9/60,NA
33,Aramon_Noir,22,22Mpt2,NA,1976,NA,NA,9/8/76,NA,NA,NA,9/8/76,NA,NA
34,Aramon_Noir,22,22Mpt2,NA,1977,NA,NA,17/8/77,NA,NA,NA,17/8/1977,NA,NA
35,Aramon_Noir,22,22Mpt2,NA,1978,NA,NA,16/8/78,NA,NA,NA,16/8/1978,NA,NA
36,Aramon_Noir,22,22Mpt2,NA,1981,22/3/81,NA,NA,NA,22/3/1981,NA,NA,NA,NA
37,Aramon_Noir,22,22Mpt2,NA,1983,21/3/83,NA,NA,NA,21/3/1983,NA,NA,NA,NA
38,Aramon_Noir,22,22Mpt2,NA,1986,24/3/86,8/6/87,6/8/87,NA,24/3/1986,8/6/87,6/8/87,NA,NA
39,Aramon_Noir,22,22Mpt2,NA,1988,15/3/88,3/6/88,5/8/88,12/9/88,15/3/1988,3/6/88,5/8/88,12/9/88,NA
40,Aramon_Noir,22,22Mpt2,NA,1989,NA,26/5/89,1/8/89,NA,NA,26/5/1989,1/8/89,NA,NA
41,Aramon_Noir,22,22Mpt2,NA,1990,NA,24/5/90,30/7/90,NA,NA,24/5/1990,30/7/1990,NA,NA
42,Aramon_Noir,22,22Mpt2,NA,1991,NA,6/6/91,13/8/91,NA,NA,6/6/91,13/8/1991,NA,NA
43,Aramon_Noir,22,22Mpt2,NA,1992,NA,28/5/92,4/8/92,NA,NA,28/5/1992,4/8/92,NA,NA
44,Aramon_Noir,22,22Mpt2,NA,1994,NA,26/5/94,1/8/94,NA,NA,26/5/1994,1/8/94,NA,NA
45,Aramon_Noir,22,22Mpt2,NA,1996,NA,NA,5/8/96,NA,NA,NA,5/8/96,NA,NA
46,Aramon_Noir,22,22Mpt2,NA,1997,3/3/97,17/5/97,4/8/97,8/9/97,3/3/97,17/5/1997,4/8/97,8/9/97,NA
47,Aramon_Noir,22,22Mpt2,NA,1998,17/3/98,27/5/98,4/8/98,10/9/98,17/3/1998,27/5/1998,4/8/98,10/9/98,NA
48,Aramon_Noir,22,22Mpt2,NA,1999,18/3/99,27/5/99,9/8/99,15/9/99,18/3/1999,27/5/1999,9/8/99,15/9/1999,NA
49,Aramon_Noir,22,22Mpt2,NA,2000,18/3/00,29/5/00,7/8/00,4/9/00,18/3/2000,29/5/2000,7/8/00,4/9/00,NA
50,Aramon_Noir,22,22Mpt2,NA,2001,10/3/01,27/5/01,6/8/01,28/8/01,10/3/01,27/5/2001,6/8/01,28/8/2001,NA
51,Aramon_Noir,22,22Mpt2,NA,2002,13/3/02,27/5/02,1/8/02,30/8/02,13/3/2002,27/5/2002,1/8/02,30/8/2002,NA
52,Aramon_Noir,22,22Mpt2,NA,2003,24/3/03,30/5/03,5/8/03,27/8/03,24/3/2003,30/5/2003,5/8/03,27/8/2003,NA
53,Aramon_Noir,22,22Mpt2,NA,2004,21/3/04,4/6/04,12/8/04,31/8/04,21/3/2004,4/6/04,12/8/04,31/8/2004,NA
54,Aramon_Noir,22,22Mpt2,NA,2005,4/4/05,3/6/05,8/8/05,6/9/05,4/4/05,3/6/05,8/8/05,6/9/05,NA
55,Aramon_Noir,22,22Mpt2,NA,2006,26/3/06,28/5/06,4/8/06,6/9/06,26/3/2006,28/5/2006,4/8/06,6/9/06,NA
56,Aramon_Noir,22,22Mpt2,NA,2007,7/3/07,19/5/07,24/7/07,29/8/07,7/3/07,19/5/2007,24/7/2007,29/8/2007,NA
57,Aramon_Noir,22,22Mpt2,NA,2008,6/3/08,25/5/08,7/8/08,3/9/08,6/3/08,25/5/2008,7/8/08,3/9/08,NA
58,Aramon_Noir,22,22Mpt2,NA,2009,15/3/09,26/5/09,27/7/09,24/8/09,15/3/2009,26/5/2009,27/7/2009,24/8/2009,NA
59,Aramon_Noir,22,22Mpt2,NA,2010,24/3/10,31/5/10,2/8/10,10/9/10,24/3/2010,31/5/2010,2/8/10,10/9/10,NA
60,Aramon_Noir,22,22Mpt2,NA,2011,12/3/11,17/5/11,28/7/11,12/9/11,12/3/11,17/5/2011,28/7/2011,12/9/11,NA
